age,job,marital,education,default,balance,housing,loan,month,duration,campaign,pdays,previous,y
33,technician,divorced,secondary,no,0,yes,no,may,177,2,-1,0,no
46,management,single,secondary,no,295,yes,no,may,141,6,-1,0,no
48,admin.,married,secondary,no,292,yes,yes,jul,164,6,-1,0,no
31,services,single,secondary,no,85,no,no,jul,151,1,-1,0,no
32,technician,married,secondary,no,4,no,no,feb,145,2,260,4,no
35,blue-collar,divorced,primary,no,-587,yes,no,may,111,1,-1,0,no
36,blue-collar,single,primary,no,367,no,no,feb,217,1,221,1,no
52,management,married,tertiary,no,-1224,yes,no,may,253,4,-1,0,no
45,management,divorced,tertiary,no,959,no,no,jun,74,1,-1,0,no
34,management,married,tertiary,no,0,no,no,aug,263,2,-1,0,no
25,blue-collar,married,primary,yes,-589,yes,no,jun,233,1,-1,0,no
26,management,single,tertiary,no,-8,no,no,aug,402,2,-1,0,no
57,management,married,unknown,no,0,no,no,sep,585,1,-1,0,no
48,management,married,primary,no,247,yes,yes,may,145,1,-1,0,no
48,technician,married,unknown,no,5543,no,no,jun,143,5,-1,0,no
32,blue-collar,married,primary,no,642,no,yes,jul,524,1,-1,0,no
58,retired,married,secondary,no,11,no,no,aug,270,1,-1,0,no
57,management,married,primary,no,-226,yes,no,jun,272,1,-1,0,no
31,entrepreneur,married,tertiary,no,5191,no,no,nov,187,2,-1,0,no
33,blue-collar,single,secondary,no,-320,no,no,may,268,2,-1,0,no
53,entrepreneur,married,tertiary,no,2289,yes,yes,nov,183,1,-1,0,no
36,admin.,married,secondary,no,725,yes,no,feb,123,3,99,8,no
32,technician,single,tertiary,no,705,yes,no,apr,20,4,-1,0,no
45,blue-collar,married,secondary,no,776,yes,no,feb,232,4,253,1,no
35,unemployed,married,tertiary,no,816,yes,no,nov,547,7,-1,0,no
41,services,married,secondary,no,171,no,no,jul,71,9,-1,0,no
54,services,married,secondary,no,812,no,no,jul,113,6,-1,0,no
49,services,married,secondary,no,823,no,no,aug,780,4,-1,0,yes
28,technician,single,secondary,no,1453,yes,no,may,246,1,343,1,no
24,blue-collar,single,unknown,no,431,yes,no,jun,108,12,-1,0,no
30,admin.,single,secondary,no,1009,yes,no,jan,253,1,-1,0,no
32,self-employed,married,primary,no,286,yes,no,aug,175,1,-1,0,no
53,entrepreneur,married,tertiary,no,22370,yes,no,may,106,1,-1,0,no
42,blue-collar,married,primary,no,2111,yes,no,may,86,2,-1,0,no
48,blue-collar,married,primary,no,5366,yes,no,may,248,3,-1,0,no
33,technician,married,secondary,no,181,yes,yes,jul,265,2,-1,0,no
31,blue-collar,divorced,secondary,no,-452,yes,no,may,182,5,-1,0,no
56,unemployed,divorced,primary,no,1770,no,no,feb,916,3,-1,0,no
58,retired,married,primary,no,0,no,no,aug,506,1,-1,0,no
37,admin.,single,secondary,no,-296,yes,no,apr,81,1,-1,0,no
59,management,married,primary,no,2358,yes,no,apr,30,1,-1,0,no
50,management,single,tertiary,no,1200,no,no,aug,904,3,-1,0,yes
39,housemaid,single,primary,no,109,yes,no,may,699,3,-1,0,no
30,technician,married,secondary,no,616,yes,no,may,19,1,-1,0,no
47,services,divorced,secondary,no,4906,yes,no,may,389,1,-1,0,no
44,self-employed,married,secondary,no,313,no,no,aug,211,4,-1,0,no
38,blue-collar,married,primary,no,290,yes,no,apr,283,1,-1,0,no
50,management,married,tertiary,no,1240,no,no,aug,474,2,-1,0,no
27,admin.,single,tertiary,no,3672,yes,no,may,157,2,351,5,no
73,retired,married,secondary,no,19,no,no,nov,509,2,-1,0,no
46,blue-collar,married,primary,no,143,yes,no,may,279,1,-1,0,no
56,retired,divorced,secondary,no,212,no,yes,jul,27,1,-1,0,no
36,management,married,tertiary,no,9,no,no,aug,386,4,-1,0,yes
33,blue-collar,married,primary,no,3074,no,no,nov,679,1,-1,0,no
40,management,married,tertiary,no,1734,yes,no,jun,169,1,-1,0,no
52,management,married,tertiary,no,575,no,no,jun,315,1,-1,0,no
51,blue-collar,married,secondary,no,397,yes,no,aug,293,2,-1,0,no
33,blue-collar,married,secondary,no,640,yes,no,feb,439,3,-1,0,no
54,services,married,secondary,no,158,yes,no,may,198,1,-1,0,no
44,management,married,secondary,no,2984,yes,no,may,770,2,-1,0,no
50,entrepreneur,married,secondary,no,1011,yes,no,jul,340,2,-1,0,no
45,blue-collar,single,secondary,no,0,yes,no,apr,1472,1,192,4,yes
36,management,married,tertiary,no,1133,yes,no,aug,293,1,181,2,yes
42,technician,married,secondary,no,4945,yes,no,mar,311,2,-1,0,yes
37,technician,married,secondary,no,712,yes,no,nov,291,2,-1,0,no
28,services,single,secondary,no,-427,yes,yes,may,965,2,-1,0,no
56,admin.,married,secondary,no,2146,no,yes,jun,594,1,-1,0,no
59,admin.,married,secondary,no,92,yes,no,may,139,2,350,1,no
32,unemployed,married,secondary,no,10,yes,no,may,501,4,-1,0,no
57,retired,married,primary,no,1238,yes,no,jul,274,1,-1,0,no
49,admin.,single,secondary,no,981,yes,no,nov,10,3,-1,0,no
56,entrepreneur,married,unknown,no,575,no,no,jun,18,2,-1,0,no
48,admin.,divorced,unknown,no,-70,no,no,may,243,1,-1,0,no
27,student,single,tertiary,no,3733,yes,no,may,198,1,98,6,yes
31,management,single,tertiary,no,574,yes,no,jul,410,2,-1,0,no
28,blue-collar,single,secondary,no,43,no,no,may,190,1,-1,0,no
36,management,married,tertiary,no,428,no,no,may,121,1,-1,0,no
58,housemaid,married,primary,no,0,yes,no,jul,148,1,-1,0,no
46,admin.,married,secondary,no,0,yes,yes,apr,239,2,259,2,no
32,management,single,tertiary,no,474,yes,no,aug,90,3,-1,0,no
39,services,married,secondary,no,-540,no,no,jun,29,1,-1,0,no
35,self-employed,married,tertiary,no,560,yes,no,apr,58,1,136,1,no
31,management,married,tertiary,no,325,yes,no,jul,1139,2,-1,0,yes
29,management,single,tertiary,no,437,no,no,aug,504,1,92,1,yes
48,blue-collar,married,primary,no,574,no,no,aug,348,1,-1,0,no
60,retired,married,primary,no,0,no,no,jul,130,3,-1,0,no
74,retired,married,secondary,no,935,no,no,jan,100,1,104,1,no
30,services,married,secondary,no,699,yes,no,may,544,1,-1,0,no
52,admin.,single,primary,no,0,no,no,may,182,11,-1,0,no
24,blue-collar,married,secondary,no,-220,yes,no,apr,90,1,-1,0,no
29,services,married,secondary,no,11417,yes,no,may,272,2,-1,0,no
33,housemaid,married,primary,no,212,yes,no,jul,260,2,-1,0,no
34,blue-collar,married,secondary,no,67,yes,yes,may,672,3,-1,0,no
45,admin.,divorced,secondary,no,0,no,no,oct,264,1,-1,0,yes
31,blue-collar,married,secondary,no,0,no,yes,jul,275,2,-1,0,no
45,technician,married,secondary,no,1673,no,no,oct,76,1,-1,0,no
27,services,married,secondary,no,-1202,yes,no,jun,749,2,-1,0,no
30,management,single,tertiary,no,4213,no,no,aug,142,4,-1,0,no
45,blue-collar,married,primary,no,0,no,no,aug,454,2,-1,0,no
57,blue-collar,married,secondary,no,1521,yes,yes,may,102,2,178,5,no
34,management,married,tertiary,no,1310,no,no,jan,521,3,158,7,no
40,admin.,married,secondary,no,0,yes,yes,nov,57,1,-1,0,no
39,management,married,tertiary,no,399,no,no,apr,504,1,-1,0,no
46,technician,married,tertiary,no,405,no,no,aug,138,3,-1,0,no
55,management,divorced,tertiary,no,9756,yes,no,jun,103,2,95,1,yes
25,management,single,tertiary,no,2506,no,no,feb,485,1,-1,0,yes
34,management,married,tertiary,no,697,no,no,aug,166,1,-1,0,no
37,blue-collar,married,primary,no,403,yes,no,may,318,2,338,1,no
64,retired,divorced,tertiary,no,890,no,no,jul,531,3,-1,0,no
45,technician,divorced,secondary,no,809,yes,no,may,155,2,363,4,no
57,housemaid,married,secondary,no,158,yes,no,jul,73,1,-1,0,no
21,student,single,unknown,no,137,yes,no,may,198,3,-1,0,no
58,housemaid,married,secondary,no,2705,no,no,aug,137,1,-1,0,no
41,blue-collar,single,secondary,no,75,yes,no,jul,479,9,-1,0,yes
41,management,married,unknown,no,2457,yes,no,may,285,1,-1,0,no
58,management,married,tertiary,no,541,yes,no,may,98,1,-1,0,no
33,management,married,tertiary,no,287,yes,no,may,199,2,274,3,no
32,management,married,tertiary,no,273,yes,yes,jul,97,3,-1,0,no
44,services,divorced,secondary,no,0,yes,no,jun,389,5,-1,0,no
47,unknown,married,unknown,no,677,no,no,aug,384,1,99,4,no
41,self-employed,married,primary,no,340,no,no,jun,37,3,-1,0,no
54,technician,married,tertiary,no,98,no,no,aug,420,4,-1,0,no
47,technician,divorced,tertiary,no,477,yes,no,may,973,1,366,1,no
32,management,single,tertiary,no,2629,no,no,aug,77,4,-1,0,no
59,housemaid,married,tertiary,no,0,no,yes,jul,376,2,-1,0,no
29,technician,single,tertiary,no,2325,no,no,feb,125,1,-1,0,yes
48,services,married,secondary,yes,-20,no,no,aug,142,2,-1,0,no
32,technician,single,secondary,no,230,yes,no,may,442,1,266,8,yes
46,management,divorced,secondary,no,-852,no,yes,aug,728,2,-1,0,no
31,blue-collar,single,primary,no,-280,no,no,may,281,3,-1,0,no
53,blue-collar,married,secondary,no,25,no,no,aug,528,2,-1,0,yes
34,technician,single,tertiary,no,9851,yes,no,nov,128,5,-1,0,no
48,services,single,unknown,no,5095,yes,no,jun,71,1,-1,0,no
32,technician,married,secondary,no,687,no,no,aug,161,4,-1,0,no
31,management,married,secondary,no,1368,yes,no,aug,129,4,-1,0,no
27,blue-collar,single,primary,no,-179,yes,no,may,54,2,-1,0,no
60,admin.,married,secondary,no,-396,yes,no,may,443,1,350,1,no
34,blue-collar,single,tertiary,no,1011,yes,no,may,136,1,-1,0,no
52,self-employed,married,secondary,no,9,no,yes,jun,44,1,-1,0,no
48,blue-collar,married,secondary,no,1159,yes,yes,may,1181,9,-1,0,no
45,technician,married,primary,no,-322,no,no,jun,225,2,-1,0,no
54,technician,divorced,secondary,no,1114,yes,no,jan,81,1,-1,0,no
52,services,married,secondary,no,2072,no,no,jul,224,1,-1,0,no
47,entrepreneur,married,tertiary,no,459,yes,no,jul,189,4,-1,0,no
54,unknown,married,secondary,no,1157,no,no,may,98,2,-1,0,no
34,blue-collar,married,secondary,no,8309,yes,yes,nov,50,1,-1,0,no
39,technician,single,tertiary,no,1043,no,no,aug,195,10,-1,0,no
46,technician,married,secondary,no,2098,no,no,aug,110,2,-1,0,no
26,unemployed,single,secondary,no,461,no,no,jan,214,1,-1,0,no
37,technician,single,secondary,no,61,yes,no,may,182,8,-1,0,no
47,blue-collar,married,secondary,no,1203,yes,no,apr,239,2,-1,0,no
35,technician,married,secondary,no,1067,no,yes,aug,179,6,-1,0,no
57,unemployed,married,primary,no,0,no,no,jun,540,1,-1,0,no
34,management,married,tertiary,no,1657,yes,no,may,566,2,356,4,no
47,technician,married,secondary,no,1219,no,no,aug,697,4,-1,0,yes
27,technician,married,secondary,no,7,yes,no,may,98,2,-1,0,no
40,blue-collar,married,secondary,no,-839,yes,yes,jul,1018,2,-1,0,yes
39,technician,married,secondary,no,994,no,no,feb,221,1,241,1,no
36,entrepreneur,married,tertiary,no,6,no,no,oct,246,1,-1,0,no
42,technician,single,secondary,no,0,no,no,aug,656,2,-1,0,no
23,blue-collar,single,primary,no,8627,yes,no,jun,281,1,-1,0,no
34,management,married,tertiary,no,133,yes,no,may,65,1,-1,0,no
34,blue-collar,married,secondary,no,247,yes,yes,may,193,5,-1,0,no
49,services,married,secondary,no,1114,no,no,nov,283,1,-1,0,no
57,blue-collar,married,primary,no,1592,no,yes,jun,78,4,-1,0,no
59,retired,married,unknown,no,0,no,no,may,425,6,-1,0,no
57,admin.,married,tertiary,no,46,no,no,aug,238,2,-1,0,no
34,blue-collar,married,secondary,no,1221,yes,no,may,182,1,90,8,no
61,management,married,secondary,no,985,no,no,aug,998,6,-1,0,yes
35,blue-collar,divorced,secondary,no,0,yes,no,may,477,1,-1,0,no
42,management,married,tertiary,no,520,no,no,nov,158,1,-1,0,no
57,services,married,tertiary,no,10,no,no,jul,320,3,-1,0,no
42,blue-collar,married,secondary,no,2157,yes,no,may,149,1,364,2,no
53,retired,married,secondary,no,6095,yes,yes,may,410,5,-1,0,no
63,retired,married,tertiary,no,133,yes,no,feb,104,2,-1,0,no
47,self-employed,married,secondary,no,1121,no,no,jun,454,6,-1,0,no
54,services,married,secondary,no,88,yes,no,may,190,1,-1,0,no
45,admin.,married,secondary,no,0,no,no,aug,145,10,-1,0,no
28,management,single,tertiary,no,-328,yes,no,feb,318,2,-1,0,no
58,unemployed,married,secondary,no,610,yes,no,jul,246,2,-1,0,no
48,management,single,tertiary,no,414,no,no,jul,761,2,-1,0,no
35,management,divorced,tertiary,no,0,yes,no,oct,171,1,-1,0,yes
37,self-employed,married,tertiary,no,0,no,no,jun,143,1,-1,0,no
37,blue-collar,married,secondary,no,685,yes,no,jun,968,1,-1,0,no
37,management,married,primary,no,22856,no,no,jul,154,1,388,1,no
25,services,single,secondary,no,-352,no,no,jul,246,1,-1,0,no
58,blue-collar,married,secondary,no,602,yes,no,may,201,1,-1,0,no
52,management,married,secondary,no,-588,yes,no,jul,81,4,-1,0,no
19,student,single,secondary,no,302,no,no,jul,205,1,-1,0,yes
59,blue-collar,married,secondary,no,5314,yes,no,may,200,3,-1,0,no
41,technician,married,secondary,no,64,yes,yes,may,210,2,-1,0,no
34,technician,single,tertiary,no,632,no,no,aug,215,10,-1,0,no
35,technician,single,secondary,no,5731,yes,no,may,164,2,167,4,no
41,technician,married,secondary,no,902,no,no,jun,35,6,-1,0,no
28,blue-collar,single,secondary,no,6307,yes,no,may,615,1,-1,0,no
53,management,divorced,secondary,no,112,no,yes,aug,246,3,-1,0,no
35,services,married,secondary,no,0,no,yes,jul,42,1,-1,0,no
33,admin.,single,tertiary,no,621,no,no,jul,217,1,-1,0,no
37,technician,single,secondary,no,435,yes,no,may,210,1,-1,0,no
32,technician,married,secondary,no,782,yes,no,may,116,4,-1,0,no
32,blue-collar,married,secondary,no,478,yes,no,jun,200,1,-1,0,no
54,services,married,unknown,no,7864,yes,no,may,145,4,-1,0,no
44,blue-collar,married,secondary,no,1910,yes,no,jun,41,1,-1,0,no
36,technician,divorced,tertiary,no,1174,yes,no,nov,192,2,-1,0,no
56,admin.,married,secondary,no,1270,yes,no,nov,80,2,165,2,no
30,management,single,tertiary,no,18,no,no,may,121,11,-1,0,no
36,blue-collar,married,secondary,no,141,yes,no,may,106,3,-1,0,no
43,management,married,tertiary,no,2886,no,no,nov,230,1,-1,0,no
40,technician,married,secondary,no,2715,yes,no,may,125,2,-1,0,no
32,technician,single,tertiary,no,1100,yes,yes,aug,67,1,-1,0,no
34,blue-collar,married,secondary,no,516,yes,yes,jun,26,1,-1,0,no
37,services,married,secondary,no,1,no,no,may,395,2,-1,0,no
28,admin.,single,secondary,no,775,no,no,jan,603,2,-1,0,no
35,unknown,married,primary,no,634,no,no,jul,185,2,-1,0,no
53,blue-collar,single,secondary,no,5715,no,no,jan,287,2,-1,0,no
60,admin.,married,unknown,no,1088,yes,no,may,149,1,-1,0,no
40,entrepreneur,married,secondary,no,1532,yes,yes,nov,173,7,-1,0,no
57,retired,married,primary,no,75,no,no,aug,118,2,-1,0,no
29,technician,single,secondary,no,103,no,no,may,314,1,-1,0,no
44,blue-collar,married,primary,no,134,yes,no,may,378,1,-1,0,no
41,admin.,single,secondary,no,748,no,no,nov,94,7,130,3,no
47,technician,married,secondary,no,1990,yes,yes,aug,108,4,-1,0,no
43,technician,married,tertiary,no,192,no,no,aug,203,2,-1,0,no
37,technician,single,secondary,no,267,no,no,may,121,1,-1,0,no
34,technician,single,tertiary,no,586,yes,no,may,489,2,-1,0,no
30,blue-collar,single,secondary,no,648,yes,yes,may,287,1,-1,0,no
57,entrepreneur,divorced,secondary,yes,25,yes,no,may,652,1,370,4,no
26,admin.,single,secondary,no,96,yes,no,may,612,2,348,3,no
34,management,married,tertiary,no,1116,yes,no,jul,53,5,-1,0,no
46,technician,divorced,secondary,no,-90,no,yes,oct,270,1,-1,0,yes
38,entrepreneur,married,tertiary,no,170,yes,no,may,442,1,-1,0,yes
37,technician,single,secondary,no,3665,no,no,aug,664,3,-1,0,yes
28,management,single,tertiary,no,2380,no,no,sep,394,2,-1,0,no
57,blue-collar,married,primary,no,179,no,no,jun,230,3,-1,0,no
39,management,married,tertiary,no,763,yes,no,may,877,7,300,2,yes
49,services,married,secondary,no,320,no,no,feb,1971,4,-1,0,yes
38,technician,married,secondary,no,1960,yes,no,aug,161,2,-1,0,no
27,blue-collar,married,secondary,no,818,yes,no,jun,188,5,-1,0,no
30,admin.,married,secondary,no,2678,yes,no,may,23,5,-1,0,no
38,admin.,married,tertiary,no,1980,no,no,aug,176,2,-1,0,no
36,management,married,tertiary,no,1582,no,no,feb,26,2,197,1,no
38,retired,single,unknown,no,62,no,no,jun,212,1,-1,0,no
59,housemaid,married,primary,no,235,no,no,aug,119,2,-1,0,no
37,management,married,tertiary,no,489,yes,no,aug,205,5,-1,0,no
29,self-employed,married,tertiary,no,3931,yes,no,jun,73,4,-1,0,no
43,blue-collar,married,secondary,no,699,yes,yes,nov,1258,2,122,2,yes
33,technician,married,secondary,no,58,yes,no,aug,57,2,-1,0,no
54,housemaid,divorced,secondary,no,1327,no,no,jun,115,2,-1,0,no
55,services,married,secondary,no,557,no,no,jun,58,1,-1,0,no
32,technician,single,tertiary,no,741,yes,no,aug,238,1,-1,0,no
48,management,married,primary,no,3230,yes,no,nov,207,3,-1,0,no
33,management,single,tertiary,no,1439,yes,no,jun,178,2,-1,0,no
46,admin.,married,secondary,no,120,yes,no,may,20,11,-1,0,no
44,management,married,tertiary,no,1058,no,no,mar,188,3,-1,0,yes
47,blue-collar,married,primary,no,881,yes,no,may,143,1,370,2,no
38,technician,married,secondary,no,6728,no,no,nov,232,1,96,4,yes
80,retired,married,secondary,no,462,no,no,dec,127,2,-1,0,no
40,self-employed,married,secondary,no,167,yes,yes,may,380,4,295,1,no
43,entrepreneur,married,tertiary,no,1574,yes,no,nov,167,3,-1,0,no
32,technician,single,tertiary,no,1625,no,no,may,796,1,109,1,yes
39,management,married,tertiary,no,562,no,no,sep,303,2,-1,0,no
33,technician,married,secondary,no,9305,yes,no,apr,407,2,-1,0,no
31,technician,single,secondary,no,35,no,yes,jul,229,1,-1,0,no
36,management,single,tertiary,no,0,no,no,aug,108,2,-1,0,no
35,management,single,tertiary,no,2486,yes,no,may,265,1,-1,0,no
25,services,single,secondary,no,368,no,no,jul,168,1,-1,0,no
33,management,single,secondary,no,1558,yes,no,apr,97,1,-1,0,no
23,blue-collar,single,primary,no,8627,yes,no,may,169,1,346,1,no
31,management,single,tertiary,no,2590,no,no,sep,103,2,484,2,no
36,management,married,tertiary,no,0,yes,yes,jun,599,3,-1,0,no
44,technician,single,tertiary,no,900,yes,no,jan,322,2,-1,0,no
31,management,single,tertiary,no,385,yes,no,may,304,1,-1,0,no
55,blue-collar,married,primary,no,1649,yes,no,may,52,3,-1,0,no
51,housemaid,divorced,secondary,no,9228,no,no,jul,655,4,-1,0,yes
36,admin.,married,secondary,no,0,yes,yes,feb,101,2,-1,0,no
27,unemployed,single,tertiary,no,1,no,no,feb,65,2,-1,0,no
40,services,married,secondary,no,771,yes,no,may,173,4,-1,0,no
49,services,married,secondary,no,280,yes,no,jul,162,3,-1,0,no
59,retired,married,primary,no,46,no,no,aug,78,2,-1,0,no
32,management,married,tertiary,no,2431,yes,no,may,646,5,-1,0,yes
42,retired,single,tertiary,no,308,no,no,jan,114,2,-1,0,no
35,management,divorced,tertiary,no,160,yes,no,jun,141,6,-1,0,no
29,blue-collar,single,secondary,no,555,yes,no,may,133,4,-1,0,no
29,technician,single,secondary,no,778,yes,no,jun,1994,2,-1,0,no
37,blue-collar,single,secondary,no,48,no,no,may,140,2,-1,0,no
49,admin.,married,primary,no,169,yes,no,may,82,3,-1,0,no
51,services,divorced,secondary,no,12,yes,no,nov,150,1,-1,0,no
61,housemaid,married,primary,no,848,no,no,apr,605,1,187,1,no
43,management,married,secondary,no,481,yes,no,nov,164,1,110,2,no
42,services,married,tertiary,no,12223,yes,no,nov,36,1,-1,0,no
24,blue-collar,married,secondary,no,-254,yes,yes,may,290,2,-1,0,no
46,self-employed,married,tertiary,no,1148,no,no,jul,104,2,-1,0,no
23,admin.,single,secondary,no,5,no,no,may,413,1,-1,0,no
26,services,single,secondary,no,50,yes,no,aug,153,1,-1,0,no
43,blue-collar,divorced,primary,no,92,yes,no,may,237,2,-1,0,no
35,technician,single,tertiary,no,470,yes,no,jul,743,13,-1,0,yes
38,technician,married,secondary,no,0,no,no,aug,82,4,-1,0,no
56,unemployed,divorced,primary,no,109,no,no,jul,924,4,-1,0,no
31,services,married,secondary,no,440,yes,no,jun,117,3,-1,0,no
32,management,single,tertiary,no,0,no,no,feb,550,4,-1,0,yes
28,services,single,secondary,no,2685,no,yes,aug,5,1,-1,0,no
26,admin.,divorced,secondary,yes,-3,yes,no,may,181,5,-1,0,no
49,management,married,tertiary,no,7007,no,no,nov,325,2,-1,0,no
33,admin.,married,secondary,no,220,yes,no,may,345,1,-1,0,no
80,retired,married,primary,no,1548,no,no,aug,331,2,-1,0,no
40,blue-collar,married,secondary,no,326,yes,yes,jul,112,1,-1,0,no
42,technician,divorced,secondary,no,0,yes,no,may,115,6,-1,0,no
46,blue-collar,married,secondary,no,123,no,no,aug,381,3,-1,0,no
32,management,single,tertiary,no,697,no,no,aug,119,1,99,3,no
